11	226	0.009615384615384616
11	933	0.009615384615384616
11	1171	0.004807692307692308
11	2531	0.004807692307692308
11	2571	0.009615384615384616
11	3867	0.0625
11	3960	0.004807692307692308
11	4539	0.004807692307692308
11	5030	0.04807692307692308
24	3960	0.004807692307692308
35	3960	0.028846153846153848
35	5224	0.009615384615384616
38	933	0.03365384615384615
38	2531	0.004807692307692308
38	3960	0.004807692307692308
42	2531	0.004807692307692308
42	3960	0.004807692307692308
87	3960	0.009615384615384616
153	342	0.004807692307692308
153	575	0.03365384615384615
153	933	0.009615384615384616
153	1480	0.009615384615384616
153	1804	0.004807692307692308
153	2531	0.10576923076923077
153	3020	0.02403846153846154
153	3463	0.004807692307692308
153	3960	0.24519230769230768
153	4700	0.014423076923076924
170	933	0.014423076923076924
170	3960	0.028846153846153848
181	933	0.009615384615384616
181	3960	0.009615384615384616
209	2531	0.014423076923076924
209	3960	0.009615384615384616
235	5163	0.004807692307692308
275	2531	0.004807692307692308
275	3960	0.004807692307692308
302	5030	0.014423076923076924
327	3960	0.004807692307692308
342	1152	0.019230769230769232
342	2492	0.004807692307692308
342	3960	0.02403846153846154
342	4582	0.009615384615384616
457	933	0.004807692307692308
527	3960	0.04807692307692308
570	3960	0.02403846153846154
648	933	0.0673076923076923
648	2531	0.04807692307692308
648	3960	0.07211538461538461
648	4647	0.004807692307692308
687	3960	0.004807692307692308
808	933	0.02403846153846154
808	2531	0.004807692307692308
890	3960	0.004807692307692308
933	1015	0.009615384615384616
933	1018	0.004807692307692308
933	1035	0.009615384615384616
933	1096	0.004807692307692308
933	1249	0.004807692307692308
933	1258	0.014423076923076924
933	1291	0.004807692307692308
933	1350	0.07692307692307693
933	1530	0.009615384615384616
933	1821	0.004807692307692308
933	1943	0.028846153846153848
933	1946	0.004807692307692308
933	2071	0.004807692307692308
933	2296	0.014423076923076924
933	2454	0.014423076923076924
933	2531	0.014423076923076924
933	2634	0.019230769230769232
933	2812	0.004807692307692308
933	2872	0.004807692307692308
933	2980	0.019230769230769232
933	3020	0.04807692307692308
933	3192	0.009615384615384616
933	3262	0.004807692307692308
933	3281	0.014423076923076924
933	3416	0.004807692307692308
933	3635	0.004807692307692308
933	3715	0.004807692307692308
933	3815	0.004807692307692308
933	3915	0.019230769230769232
933	3960	0.014423076923076924
933	4086	0.07211538461538461
933	4167	0.004807692307692308
933	4169	0.004807692307692308
933	4208	0.03365384615384615
933	4416	0.004807692307692308
933	4464	0.14903846153846154
933	4532	0.03365384615384615
933	4582	0.2692307692307692
933	4647	0.004807692307692308
933	4753	0.019230769230769232
933	4852	0.009615384615384616
933	5115	0.009615384615384616
933	5148	0.004807692307692308
933	5224	0.004807692307692308
938	4582	0.009615384615384616
1003	2531	0.03365384615384615
1003	2568	0.004807692307692308
1004	2531	0.009615384615384616
1004	3960	0.0625
1015	2531	0.014423076923076924
1015	3960	0.019230769230769232
1018	2531	0.009615384615384616
1018	3960	0.009615384615384616
1096	2531	0.009615384615384616
1096	3960	0.009615384615384616
1152	1597	0.009615384615384616
1152	3960	0.009615384615384616
