Node	In	Out	Rank_1	Rank_2	Rank_3
1290	1	1	0.000084	0.440871	0.150206	0.000029
1291	4	4	0.000109	0.570565	0.150100	0.000029
1292	1	1	0.000060	0.313607	0.150088	0.000029
1293	1	1	0.000048	0.254305	0.150003	0.000029
1294	4	4	0.000146	0.766847	0.150879	0.000029
1295	1	1	0.000049	0.258739	0.150004	0.000029
1296	1	1	0.000060	0.317340	0.150373	0.000029
1297	1	1	0.000048	0.254305	0.150003	0.000029
1298	1	1	0.000190	1.000000	0.150615	0.000029
1299	3	3	0.000091	0.476845	0.150079	0.000029
1300	10	10	0.000434	2.282220	0.158915	0.000030
1301	4	4	0.000098	0.514916	0.150064	0.000029
1302	9	9	0.000232	1.217596	0.150769	0.000029
1303	6	6	0.000137	0.719326	0.150144	0.000029
1304	1	1	0.000092	0.485583	0.150308	0.000029
1305	8	8	0.000209	1.100004	0.151160	0.000029
1306	1	1	0.000046	0.242361	0.150007	0.000029
1307	8	8	0.000249	1.307663	0.152652	0.000029
1308	1	1	0.000074	0.390585	0.150156	0.000029
1309	18	18	0.000341	1.792423	0.150661	0.000029
1310	11	11	0.000322	1.689692	0.153642	0.000029
1311	1	1	0.000047	0.245624	0.150026	0.000029
1312	5	5	0.000131	0.686369	0.150072	0.000029
1313	1	1	0.000048	0.252978	0.150008	0.000029
1314	1	1	0.000050	0.261339	0.150063	0.000029
1315	1	1	0.000048	0.250398	0.150006	0.000029
1316	3	3	0.000161	0.844167	0.153381	0.000029
1317	3	3	0.000090	0.472149	0.150103	0.000029
1318	1	1	0.000054	0.285450	0.150123	0.000029
1319	16	16	0.000442	2.322767	0.152634	0.000029
1320	4	4	0.000102	0.534734	0.150089	0.000029
1321	1	1	0.000051	0.266603	0.150017	0.000029
1322	1	1	0.000055	0.290301	0.150123	0.000029
1323	1	1	0.000046	0.242361	0.150007	0.000029
1324	1	1	0.000051	0.268939	0.150008	0.000029
1325	1	1	0.000049	0.255717	0.150009	0.000029
1326	2	2	0.000071	0.374051	0.150103	0.000029
1327	15	15	0.000330	1.731653	0.151267	0.000029
1328	4	4	0.000127	0.667576	0.150131	0.000029
1329	2	2	0.000070	0.367530	0.150330	0.000029
1330	2	2	0.000079	0.415999	0.150246	0.000029
1331	4	4	0.000117	0.612650	0.150343	0.000029
1332	3	3	0.000120	0.630636	0.150660	0.000029
1333	10	10	0.000242	1.271361	0.151556	0.000029
1334	5	5	0.000145	0.762788	0.151140	0.000029
1335	1	1	0.000048	0.250571	0.150011	0.000029
1336	8	8	0.000290	1.525214	0.153351	0.000029
1337	2	2	0.000133	0.699751	0.150626	0.000029
1338	2	2	0.000068	0.359305	0.150031	0.000029
1339	2	2	0.000069	0.359977	0.150097	0.000029
1340	1	1	0.000063	0.328408	0.150034	0.000029
1341	1	1	0.000048	0.250128	0.150056	0.000029
1342	2	2	0.000066	0.348419	0.150011	0.000029
1343	5	5	0.000119	0.623491	0.150072	0.000029
1344	46	46	0.001002	5.266781	0.161536	0.000031
1345	1	1	0.000051	0.267360	0.150037	0.000029
1346	1	1	0.000064	0.335090	0.150053	0.000029
1347	1	1	0.000052	0.273951	0.150206	0.000029
1348	19	19	0.000468	2.458242	0.153483	0.000029
1349	4	4	0.000114	0.597869	0.150072	0.000029
1350	5	5	0.000135	0.709447	0.150272	0.000029
1351	1	1	0.000064	0.338360	0.150049	0.000029
1352	2	2	0.000069	0.359987	0.150033	0.000029
1353	1	1	0.000059	0.307569	0.150091	0.000029
1354	1	1	0.000046	0.241032	0.150018	0.000029
1355	4	4	0.000105	0.554169	0.150232	0.000029
1356	22	22	0.000479	2.519119	0.151817	0.000029
1357	1	1	0.000050	0.261339	0.150004	0.000029
1358	14	14	0.000308	1.619835	0.151006	0.000029
1359	2	2	0.000068	0.355714	0.150012	0.000029
1360	76	76	0.001634	8.586419	0.162593	0.000031
1361	2	2	0.000278	1.459459	0.153087	0.000029
1362	1	1	0.000046	0.240381	0.150008	0.000029
1363	1	1	0.000057	0.297127	0.150042	0.000029
1364	9	9	0.000222	1.165147	0.150584	0.000029
1365	1	1	0.000047	0.247523	0.150015	0.000029
1366	1	1	0.000190	1.000000	0.150615	0.000029
1367	2	2	0.000067	0.354281	0.150026	0.000029
1368	6	6	0.000183	0.959046	0.150975	0.000029
1369	1	1	0.000047	0.244633	0.150006	0.000029
1370	3	3	0.000161	0.845706	0.150965	0.000029
1371	3	3	0.000083	0.435732	0.150071	0.000029
1372	4	4	0.000124	0.650246	0.150518	0.000029
1373	1	1	0.000050	0.260198	0.150019	0.000029
1374	2	2	0.000092	0.483518	0.150410	0.000029
1375	1	1	0.000051	0.269883	0.150075	0.000029
1376	1	1	0.000047	0.249413	0.150012	0.000029
1377	95	95	0.001835	9.642625	0.167791	0.000032
1378	4	4	0.000101	0.529836	0.150038	0.000029
1379	1	1	0.000049	0.259663	0.150016	0.000029
1380	1	1	0.000052	0.272089	0.150078	0.000029
1381	2	2	0.000063	0.332784	0.150032	0.000029
1382	34	34	0.000773	4.060154	0.154188	0.000029
1383	6	6	0.000165	0.865406	0.151776	0.000029
1384	1	1	0.000057	0.298528	0.150208	0.000029
1385	2	2	0.000077	0.403327	0.150111	0.000029
1386	39	39	0.000778	4.086006	0.154294	0.000029
1387	17	17	0.000447	2.347201	0.153839	0.000029
1388	10	10	0.000288	1.511940	0.152109	0.000029
1389	1	1	0.000046	0.240381	0.150016	0.000029
1390	2	2	0.000096	0.503670	0.150431	0.000029
1391	1	1	0.000052	0.270698	0.150244	0.000029
1392	11	11	0.000252	1.325676	0.151111	0.000029
1393	4	4	0.000104	0.547025	0.150132	0.000029
1394	13	13	0.000329	1.729003	0.151978	0.000029
1395	5	5	0.000188	0.987251	0.151260	0.000029
1396	1	1	0.000058	0.304793	0.150078	0.000029
1397	9	9	0.000219	1.151862	0.150622	0.000029
1398	7	7	0.000193	1.016428	0.150885	0.000029
1399	1	1	0.000190	1.000000	0.150615	0.000029
1400	29	29	0.000728	3.823600	0.161885	0.000031
1401	3	3	0.000085	0.448400	0.150057	0.000029
1402	7	7	0.000156	0.817024	0.150280	0.000029
1403	1	1	0.000049	0.259498	0.150020	0.000029
1404	1	1	0.000050	0.261339	0.150012	0.000029
1405	1	1	0.000048	0.254305	0.150003	0.000029
1406	1	1	0.000053	0.280567	0.150057	0.000029
1407	2	2	0.000112	0.590320	0.150619	0.000029
1408	4	4	0.000122	0.642452	0.150287	0.000029
1409	6	6	0.000178	0.933790	0.151424	0.000029
1410	2	2	0.000078	0.411528	0.150254	0.000029
1411	5	5	0.000135	0.710678	0.150120	0.000029
1412	4	4	0.000119	0.626069	0.150241	0.000029
1413	10	10	0.000317	1.666889	0.153834	0.000029
1414	1	1	0.000049	0.258739	0.150007	0.000029
1415	3	3	0.000124	0.652547	0.150422	0.000029
1416	1	1	0.000056	0.296164	0.150077	0.000029
1417	2	2	0.000077	0.406595	0.150181	0.000029
1418	5	5	0.000138	0.726614	0.150722	0.000029
1419	6	6	0.000157	0.824978	0.150399	0.000029
1420	1	1	0.000049	0.259663	0.150016	0.000029
1421	1	1	0.000050	0.261339	0.150004	0.000029
1422	1	1	0.000075	0.396300	0.151565	0.000029
1423	3	3	0.000081	0.423601	0.150016	0.000029
1424	7	7	0.000160	0.842595	0.150493	0.000029
1425	1	1	0.000048	0.251174	0.150007	0.000029
1426	3	3	0.000084	0.438937	0.150224	0.000029
1427	2	2	0.000063	0.333422	0.150138	0.000029
1428	1	1	0.000050	0.263739	0.150007	0.000029
1429	1	1	0.000048	0.254080	0.150033	0.000029
1430	5	5	0.000154	0.807352	0.150528	0.000029
1431	4	4	0.000101	0.531016	0.150351	0.000029
1432	2	2	0.000088	0.460837	0.150324	0.000029
1433	1	1	0.000190	1.000000	0.150615	0.000029
1434	2	2	0.000085	0.446588	0.150109	0.000029
1435	2	2	0.000098	0.513557	0.150911	0.000029
1436	9	9	0.000206	1.084606	0.151004	0.000029
1437	1	1	0.000050	0.264901	0.150062	0.000029
1438	1	1	0.000086	0.452011	0.150310	0.000029
1439	1	1	0.000052	0.275804	0.150088	0.000029
1440	1	1	0.000079	0.417526	0.150206	0.000029
1441	14	14	0.000341	1.789437	0.151741	0.000029
1442	1	1	0.000051	0.268586	0.150038	0.000029
1443	1	1	0.000050	0.262071	0.150182	0.000029
1444	1	1	0.000074	0.389617	0.150206	0.000029
1445	1	1	0.000055	0.288939	0.150078	0.000029
1446	36	36	0.000791	4.155966	0.153524	0.000029
1447	9	9	0.000244	1.279587	0.153034	0.000029
1448	2	2	0.000141	0.738842	0.150513	0.000029
1449	1	1	0.000134	0.701754	0.150308	0.000029
1450	3	3	0.000099	0.522285	0.150306	0.000029
1451	2	2	0.000119	0.627528	0.150623	0.000029
1452	2	2	0.000090	0.473115	0.150247	0.000029
1453	2	2	0.000071	0.374407	0.150084	0.000029
1454	1	1	0.000077	0.402809	0.150308	0.000029
1455	5	5	0.000148	0.779774	0.150394	0.000029
1456	18	18	0.000449	2.357186	0.153104	0.000029
1457	7	7	0.000176	0.924832	0.151781	0.000029
1458	277	277	0.006906	36.283407	0.267967	0.000051
1459	18	18	0.000440	2.311797	0.153897	0.000029
1460	1	1	0.000052	0.271862	0.150057	0.000029
1461	4	4	0.000115	0.603247	0.150531	0.000029
1462	1	1	0.000046	0.243385	0.150011	0.000029
1463	3	3	0.000103	0.542985	0.150214	0.000029
1464	5	5	0.000128	0.671101	0.150168	0.000029
1465	1	1	0.000077	0.402175	0.150308	0.000029
1466	9	9	0.000227	1.192536	0.150578	0.000029
1467	2	2	0.000067	0.353384	0.150022	0.000029
1468	1	1	0.000190	1.000000	0.150615	0.000029
1469	4	4	0.000123	0.644416	0.150305	0.000029
1470	1	1	0.000046	0.241824	0.150020	0.000029
1471	5	5	0.000178	0.935365	0.151663	0.000029
1472	1	1	0.000049	0.259283	0.150003	0.000029
1473	17	17	0.000381	2.003031	0.151903	0.000029
1474	2	2	0.000070	0.368675	0.150055	0.000029
1475	19	19	0.000420	2.207788	0.153519	0.000029
1476	3	3	0.000098	0.514869	0.150065	0.000029
1477	11	11	0.000250	1.312168	0.151438	0.000029
1478	2	2	0.000097	0.507731	0.150678	0.000029
1479	1	1	0.000190	1.000000	0.150615	0.000029
1480	2	2	0.000065	0.343989	0.150214	0.000029
1481	1	1	0.000048	0.252978	0.150008	0.000029
1482	3	3	0.000090	0.472337	0.150069	0.000029
1483	6	6	0.000224	1.174851	0.152077	0.000029
1484	4	4	0.000128	0.674747	0.150337	0.000029
1485	4	4	0.000122	0.641651	0.150436	0.000029
1486	6	6	0.000156	0.820734	0.150415	0.000029
1487	1	1	0.000067	0.352293	0.150104	0.000029
1488	39	39	0.000786	4.131987	0.155328	0.000030
1489	2	2	0.000068	0.357573	0.150052	0.000029
1490	1	1	0.000062	0.327694	0.150501	0.000029
1491	8	8	0.000189	0.991413	0.151260	0.000029
1492	2	2	0.000086	0.449641	0.150328	0.000029
1493	2	2	0.000071	0.374051	0.150054	0.000029
1494	2	2	0.000071	0.372358	0.150036	0.000029
1495	2	2	0.000084	0.441568	0.150334	0.000029
1496	6	6	0.000200	1.048433	0.152427	0.000029
1497	5	5	0.000145	0.761316	0.150560	0.000029
1498	1	1	0.000050	0.263519	0.150069	0.000029
1499	1	1	0.000079	0.413682	0.150124	0.000029
1500	1	1	0.000056	0.293017	0.151312	0.000029
1501	3	3	0.000084	0.438973	0.150271	0.000029
1502	1	1	0.000078	0.407351	0.150618	0.000029
1503	2	2	0.000075	0.393189	0.150198	0.000029
1504	2	2	0.000066	0.349244	0.150038	0.000029
1505	13	13	0.000365	1.918085	0.151943	0.000029
1506	1	1	0.000053	0.276644	0.150088	0.000029
1507	1	1	0.000079	0.417001	0.150308	0.000029
1508	1	1	0.000052	0.273014	0.150013	0.000029
1509	2	2	0.000073	0.381811	0.150112	0.000029
1510	45	45	0.001087	5.712391	0.163933	0.000031
1511	1	1	0.000049	0.258739	0.150004	0.000029
1512	2	2	0.000097	0.511956	0.150824	0.000029
1513	4	4	0.000173	0.911463	0.150843	0.000029
1514	10	10	0.000349	1.834301	0.154335	0.000029
1515	3	3	0.000086	0.449726	0.150348	0.000029
1516	7	7	0.000162	0.850980	0.151287	0.000029
1517	3	3	0.000099	0.521879	0.150226	0.000029
1518	36	36	0.000812	4.265600	0.155993	0.000030
1519	11	11	0.000244	1.283776	0.151996	0.000029
1520	1	1	0.000046	0.242484	0.150013	0.000029
1521	7	7	0.000177	0.928736	0.150481	0.000029
1522	1	1	0.000190	1.000000	0.150615	0.000029
1523	7	7	0.000177	0.932182	0.150599	0.000029
1524	1	1	0.000050	0.260198	0.150005	0.000029
1525	3	3	0.000141	0.743027	0.150974	0.000029
1526	6	6	0.000144	0.755549	0.150154	0.000029
1527	1	1	0.000046	0.242675	0.150005	0.000029
1528	1	1	0.000147	0.770270	0.150313	0.000029
1529	4	4	0.000129	0.676715	0.150837	0.000029
1530	11	11	0.000239	1.254913	0.150907	0.000029
1531	1	1	0.000087	0.456232	0.151566	0.000029
1532	6	6	0.000144	0.758694	0.150309	0.000029
1533	2	2	0.000123	0.644509	0.150453	0.000029
1534	11	11	0.000261	1.369525	0.150497	0.000029
1535	15	15	0.000361	1.898269	0.154817	0.000029
1536	2	2	0.000075	0.395667	0.150071	0.000029
1537	2	2	0.000068	0.358410	0.150032	0.000029
1538	8	8	0.000175	0.920661	0.150654	0.000029
1539	11	11	0.000237	1.246917	0.150355	0.000029
1540	1	1	0.000060	0.312955	0.150154	0.000029
1541	2	2	0.000064	0.335714	0.150047	0.000029
1542	1	1	0.000080	0.417717	0.150619	0.000029
1543	6	6	0.000158	0.828061	0.150226	0.000029
1544	1	1	0.000050	0.261339	0.150008	0.000029
1545	13	13	0.000548	2.880808	0.155415	0.000030
1546	1	1	0.000056	0.295942	0.150088	0.000029
1547	2	2	0.000070	0.367554	0.150205	0.000029
1548	3	3	0.000096	0.504647	0.151518	0.000029
1549	3	3	0.000089	0.469623	0.150071	0.000029
1550	3	3	0.000099	0.522206	0.150063	0.000029
1551	2	2	0.000069	0.364732	0.150008	0.000029
1552	8	8	0.000201	1.057583	0.151580	0.000029
1553	1	1	0.000046	0.243385	0.150011	0.000029
1554	4	4	0.000100	0.526683	0.150302	0.000029
1555	4	4	0.000101	0.532205	0.150244	0.000029
1556	1	1	0.000073	0.381692	0.150160	0.000029
1557	6	6	0.000143	0.752391	0.150316	0.000029
1558	3	3	0.000098	0.513504	0.150107	0.000029
1559	1	1	0.000045	0.238555	0.150025	0.000029
1560	5	5	0.000140	0.733084	0.152701	0.000029
1561	2	2	0.000124	0.653884	0.150356	0.000029
1562	1	1	0.000048	0.250398	0.150006	0.000029
1563	6	6	0.000149	0.783904	0.150361	0.000029
1564	9	9	0.000229	1.202887	0.151562	0.000029
1565	1	1	0.000048	0.253557	0.150004	0.000029
1566	2	2	0.000072	0.376726	0.150920	0.000029
1567	9	9	0.000197	1.036318	0.150340	0.000029
1568	6	6	0.000163	0.858476	0.150668	0.000029
1569	1	1	0.000048	0.252421	0.150013	0.000029
1570	2	2	0.000075	0.395302	0.150626	0.000029
1571	5	5	0.000143	0.752292	0.150266	0.000029
1572	1	1	0.000049	0.258956	0.150068	0.000029
1573	1	1	0.000046	0.241974	0.150018	0.000029
1574	33	33	0.000619	3.252657	0.154880	0.000029
1575	8	8	0.000217	1.141656	0.152970	0.000029
1576	1	1	0.000054	0.284114	0.150042	0.000029
1577	6	6	0.000140	0.735999	0.151058	0.000029
1578	5	5	0.000145	0.759652	0.150411	0.000029
1579	1	1	0.000049	0.259283	0.150006	0.000029
1580	51	51	0.001025	5.385595	0.157369	0.000030
1581	2	2	0.000120	0.629922	0.151385	0.000029
1582	4	4	0.000140	0.734353	0.150288	0.000029
1583	2	2	0.000074	0.386388	0.150104	0.000029
1584	77	77	0.001614	8.481643	0.164250	0.000031
1585	2	2	0.000076	0.400969	0.150509	0.000029
1586	1	1	0.000058	0.305890	0.151018	0.000029
1587	1	1	0.000048	0.252978	0.150008	0.000029
1588	5	5	0.000154	0.809198	0.150283	0.000029
1589	3	3	0.000086	0.449404	0.150035	0.000029
1590	2	2	0.000072	0.380696	0.150065	0.000029
1591	1	1	0.000048	0.250003	0.150010	0.000029
1592	2	2	0.000069	0.360160	0.150012	0.000029
1593	2	2	0.000064	0.335231	0.150115	0.000029
1594	17	17	0.000451	2.371723	0.157212	0.000030
1595	3	3	0.000092	0.481794	0.150150	0.000029
1596	2	2	0.000069	0.360897	0.152321	0.000029
1597	1	1	0.000052	0.270975	0.150155	0.000029
1598	1	1	0.000048	0.254305	0.150003	0.000029
1599	1	1	0.000052	0.271328	0.150044	0.000029
1600	5	5	0.000124	0.651716	0.150098	0.000029
1601	6	6	0.000155	0.814309	0.150094	0.000029
1602	3	3	0.000092	0.485965	0.150224	0.000029
1603	16	16	0.000334	1.755666	0.151227	0.000029
1604	1	1	0.000190	1.000000	0.157060	0.000030
1605	1	1	0.000049	0.259283	0.150003	0.000029
1606	6	6	0.000154	0.807072	0.150433	0.000029
1607	2	2	0.000073	0.381195	0.150072	0.000029
1608	3	3	0.000105	0.553134	0.150118	0.000029
1609	24	24	0.000484	2.545124	0.151070	0.000029
1610	1	1	0.000083	0.434616	0.150206	0.000029
1611	6	6	0.000136	0.713421	0.150193	0.000029
1612	1	1	0.000048	0.254305	0.150003	0.000029
1613	73	73	0.001414	7.429776	0.161024	0.000031
1614	13	13	0.000320	1.680646	0.151474	0.000029
1615	5	5	0.000144	0.758178	0.150416	0.000029
1616	2	2	0.000070	0.366730	0.150042	0.000029
1617	3	3	0.000094	0.495505	0.150076	0.000029
1618	2	2	0.000077	0.402185	0.150116	0.000029
1619	2	2	0.000078	0.407340	0.150145	0.000029
1620	3	3	0.000097	0.512186	0.150264	0.000029
1621	2	2	0.000112	0.586162	0.151864	0.000029
1622	3	3	0.000087	0.459254	0.150059	0.000029
1623	7	7	0.000165	0.867806	0.150278	0.000029
1624	2	2	0.000096	0.505243	0.150278	0.000029
1625	4	4	0.000105	0.553761	0.150781	0.000029
1626	11	11	0.000247	1.299478	0.150735	0.000029
1627	6	6	0.000171	0.899859	0.151537	0.000029
1628	1	1	0.000051	0.266603	0.150017	0.000029
1629	6	6	0.000154	0.806986	0.151107	0.000029
1630	7	7	0.000148	0.776382	0.150154	0.000029
1631	2	2	0.000075	0.393739	0.150140	0.000029
1632	2	2	0.000146	0.765099	0.150399	0.000029
1633	2	2	0.000066	0.346736	0.150040	0.000029
1634	3	3	0.000090	0.473945	0.150200	0.000029
1635	1	1	0.000147	0.770270	0.150312	0.000029
1636	42	42	0.001069	5.614136	0.166583	0.000032
1637	15	15	0.000327	1.719390	0.151632	0.000029
1638	1	1	0.000050	0.260489	0.150031	0.000029
1639	1	1	0.000049	0.258202	0.150036	0.000029
1640	4	4	0.000129	0.678435	0.150235	0.000029
1641	1	1	0.000054	0.282195	0.150119	0.000029
1642	3	3	0.000123	0.646741	0.150841	0.000029
1643	6	6	0.000144	0.754211	0.150357	0.000029
1644	16	16	0.000325	1.709892	0.150621	0.000029
1645	1	1	0.000048	0.254305	0.150003	0.000029
1646	1	1	0.000048	0.252614	0.150035	0.000029
1647	1	1	0.000050	0.263739	0.150003	0.000029
1648	1	1	0.000049	0.258249	0.150035	0.000029
1649	1	1	0.000062	0.323261	0.150140	0.000029
1650	2	2	0.000159	0.834276	0.150565	0.000029
1651	11	11	0.000226	1.184924	0.150478	0.000029
1652	1	1	0.000048	0.250003	0.150005	0.000029
1653	4	4	0.000109	0.570889	0.150337	0.000029
1654	1	1	0.000051	0.269159	0.150025	0.000029
1655	2	2	0.000064	0.338018	0.150092	0.000029
1656	5	5	0.000118	0.619390	0.150375	0.000029
1657	2	2	0.000064	0.336728	0.150062	0.000029
1658	2	2	0.000071	0.371354	0.150163	0.000029
1659	1	1	0.000048	0.254305	0.150003	0.000029
1660	2	2	0.000113	0.592392	0.150671	0.000029
1661	7	7	0.000165	0.867594	0.151122	0.000029
1662	1	1	0.000046	0.239986	0.150008	0.000029
1663	5	5	0.000121	0.637152	0.150289	0.000029
1664	1	1	0.000061	0.320888	0.150629	0.000029
1665	1	1	0.000046	0.242236	0.150007	0.000029
1666	1	1	0.000071	0.373066	0.150206	0.000029
1667	1	1	0.000046	0.244054	0.150012	0.000029
1668	33	33	0.000679	3.565737	0.153481	0.000029
1669	1	1	0.000056	0.293944	0.151279	0.000029
1670	1	1	0.000056	0.296217	0.150043	0.000029
1671	2	2	0.000082	0.428360	0.150293	0.000029
1672	1	1	0.000052	0.274959	0.150052	0.000029
1673	13	13	0.000309	1.626055	0.152891	0.000029
1674	3	3	0.000093	0.489705	0.150124	0.000029
1675	1	1	0.000049	0.255449	0.150005	0.000029
1676	3	3	0.000216	1.133636	0.151801	0.000029
1677	51	51	0.001167	6.129401	0.162301	0.000031
1678	2	2	0.000165	0.869512	0.150921	0.000029
1679	8	8	0.000227	1.191346	0.151514	0.000029
1680	12	12	0.000315	1.656264	0.152572	0.000029
1681	1	1	0.000065	0.339276	0.150623	0.000029
1682	13	13	0.000279	1.467387	0.152486	0.000029
1683	8	8	0.000201	1.054876	0.150966	0.000029
1684	1	1	0.000050	0.264766	0.150014	0.000029
1685	1	1	0.000050	0.263739	0.150045	0.000029
1686	12	12	0.000371	1.947168	0.152772	0.000029
1687	19	19	0.000448	2.353941	0.153212	0.000029
1688	1	1	0.000052	0.273334	0.150009	0.000029
1689	1	1	0.000076	0.400750	0.150206	0.000029
1690	1	1	0.000047	0.244941	0.150018	0.000029
1691	3	3	0.000085	0.448777	0.150042	0.000029
1692	5	5	0.000154	0.809553	0.152208	0.000029
1693	4	4	0.000118	0.619688	0.150238	0.000029
1694	2	2	0.000065	0.342049	0.150015	0.000029
1695	2	2	0.000064	0.336993	0.150006	0.000029
1696	1	1	0.000049	0.255335	0.150288	0.000029
1697	1	1	0.000047	0.249413	0.150012	0.000029
1698	2	2	0.000102	0.533534	0.150512	0.000029
1699	1	1	0.000048	0.252549	0.150041	0.000029
1700	5	5	0.000159	0.835295	0.151530	0.000029
1701	21	21	0.000529	2.777986	0.154163	0.000029
1702	3	3	0.000120	0.628234	0.152491	0.000029
1703	1	1	0.000065	0.343273	0.150154	0.000029
1704	1	1	0.000046	0.242622	0.150025	0.000029
1705	5	5	0.000120	0.628155	0.150132	0.000029
1706	1	1	0.000051	0.267401	0.150077	0.000029
1707	9	9	0.000202	1.061835	0.151156	0.000029
1708	4	4	0.000102	0.537612	0.150072	0.000029
1709	4	4	0.000107	0.560506	0.150047	0.000029
1710	17	17	0.000367	1.926366	0.151224	0.000029
1711	1	1	0.000051	0.269409	0.150013	0.000029
1712	1	1	0.000147	0.770270	0.150309	0.000029
1713	3	3	0.000107	0.560995	0.150367	0.000029
1714	4	4	0.000102	0.536807	0.150049	0.000029
1715	1	1	0.000046	0.240568	0.150011	0.000029
1716	17	17	0.000366	1.924944	0.151382	0.000029
1717	1	1	0.000056	0.296164	0.150078	0.000029
1718	3	3	0.000088	0.463238	0.150033	0.000029
1719	2	2	0.000066	0.348792	0.150031	0.000029
1720	2	2	0.000116	0.607695	0.150427	0.000029
1721	7	7	0.000194	1.021415	0.150896	0.000029
1722	1	1	0.000049	0.258444	0.150025	0.000029
1723	2	2	0.000278	1.459459	0.151228	0.000029
1724	1	1	0.000049	0.259283	0.150013	0.000029
1725	2	2	0.000067	0.351117	0.150007	0.000029
1726	1	1	0.000055	0.290141	0.150154	0.000029
1727	1	1	0.000190	1.000000	0.150615	0.000029
1728	4	4	0.000106	0.555425	0.150314	0.000029
1729	2	2	0.000112	0.588907	0.150621	0.000029
1730	1	1	0.000046	0.242914	0.150017	0.000029
1731	1	1	0.000190	1.000000	0.150615	0.000029
1732	6	6	0.000136	0.715513	0.150232	0.000029
1733	5	5	0.000136	0.713112	0.150359	0.000029
1734	1	1	0.000053	0.280567	0.150057	0.000029
1735	1	1	0.000052	0.273014	0.150013	0.000029
1736	3	3	0.000112	0.588596	0.150322	0.000029
1737	1	1	0.000134	0.701754	0.150933	0.000029
1738	4	4	0.000162	0.852756	0.151039	0.000029
1739	14	14	0.000317	1.667612	0.151207	0.000029
1740	2	2	0.000069	0.363989	0.150010	0.000029
1741	9	9	0.000223	1.169620	0.150688	0.000029
1742	6	6	0.000156	0.819626	0.150571	0.000029
1743	1	1	0.000061	0.322490	0.150154	0.000029
1744	9	9	0.000202	1.058799	0.150313	0.000029
1745	1	1	0.000050	0.263739	0.150010	0.000029
1746	2	2	0.000068	0.358995	0.150022	0.000029
1747	8	8	0.000183	0.960112	0.150152	0.000029
1748	7	7	0.000198	1.040640	0.151701	0.000029
1749	1	1	0.000047	0.247071	0.150055	0.000029
1750	2	2	0.000158	0.832407	0.152476	0.000029
1751	6	6	0.000139	0.730602	0.151207	0.000029
1752	7	7	0.000202	1.059623	0.151849	0.000029
1753	3	3	0.000125	0.656874	0.150722	0.000029
1754	7	7	0.000236	1.238634	0.152986	0.000029
1755	1	1	0.000049	0.255717	0.150009	0.000029
1756	6	6	0.000204	1.072471	0.150696	0.000029
1757	1	1	0.000047	0.248664	0.150004	0.000029
1758	6	6	0.000180	0.945405	0.151779	0.000029
1759	1	1	0.000051	0.268939	0.150008	0.000029
1760	9	9	0.000202	1.061626	0.150433	0.000029
1761	3	3	0.000093	0.487888	0.150159	0.000029
1762	2	2	0.000069	0.359977	0.150053	0.000029
1763	1	1	0.000051	0.268246	0.150150	0.000029
1764	20	20	0.000468	2.457852	0.155203	0.000030
1765	2	2	0.000132	0.692324	0.150331	0.000029
1766	3	3	0.000189	0.994728	0.151332	0.000029
1767	1	1	0.000047	0.246176	0.150012	0.000029
1768	2	2	0.000128	0.674202	0.150370	0.000029
1769	1	1	0.000081	0.423067	0.150414	0.000029
1770	1	1	0.000048	0.249962	0.150007	0.000029
1771	5	5	0.000175	0.917570	0.151594	0.000029
1772	1	1	0.000058	0.304793	0.150078	0.000029
1773	113	113	0.002240	11.766396	0.161779	0.000031
1774	8	8	0.000178	0.935594	0.150607	0.000029
1775	12	12	0.000265	1.393612	0.150740	0.000029
1776	1	1	0.000049	0.259512	0.150443	0.000029
1777	7	7	0.000211	1.109713	0.151510	0.000029
1778	5	5	0.000295	1.551070	0.152152	0.000029
1779	1	1	0.000048	0.252978	0.150081	0.000029
1780	1	1	0.000074	0.390283	0.150126	0.000029
1781	14	14	0.000287	1.508754	0.150521	0.000029
1782	3	3	0.000086	0.450642	0.150121	0.000029
1783	5	5	0.000147	0.772601	0.150503	0.000029
1784	2	2	0.000069	0.363800	0.150069	0.000029
1785	1	1	0.000054	0.282249	0.150045	0.000029
1786	6	6	0.000144	0.754021	0.150127	0.000029
1787	2	2	0.000068	0.357502	0.150066	0.000029
1788	3	3	0.000111	0.583264	0.150355	0.000029
1789	12	12	0.000336	1.764122	0.151792	0.000029
1790	3	3	0.000087	0.457223	0.150083	0.000029
1791	1	1	0.000047	0.247656	0.150006	0.000029
1792	5	5	0.000165	0.866843	0.150781	0.000029
1793	19	19	0.000508	2.667177	0.165082	0.000031
1794	1	1	0.000049	0.259283	0.150006	0.000029
1795	9	9	0.000208	1.093690	0.150211	0.000029
1796	1	1	0.000060	0.315450	0.150089	0.000029
1797	2	2	0.000072	0.378682	0.150037	0.000029
1798	1	1	0.000053	0.276566	0.150247	0.000029
1799	46	46	0.000883	4.640360	0.153235	0.000029
1800	1	1	0.000048	0.252457	0.150004	0.000029
1801	14	14	0.000364	1.913660	0.154003	0.000029
1802	80	80	0.001589	8.348485	0.164753	0.000031
1803	1	1	0.000046	0.242280	0.150065	0.000029
1804	3	3	0.000081	0.423087	0.150031	0.000029
1805	1	1	0.000053	0.276754	0.150045	0.000029
1806	4	4	0.000107	0.563620	0.150380	0.000029
