Node	In	Out	Rank_1	Rank_2	Rank_3
3934	30	30	0.000632	3.322376	0.152677	0.000029
3935	29	29	0.000628	3.299276	0.155664	0.000030
3936	2	2	0.000089	0.468081	0.150749	0.000029
3937	1	1	0.000048	0.253557	0.150004	0.000029
3938	1	1	0.000048	0.254305	0.150003	0.000029
3939	1	1	0.000056	0.295663	0.150154	0.000029
3940	4	4	0.000110	0.576010	0.150044	0.000029
3941	1	1	0.000050	0.264766	0.150014	0.000029
3942	13	13	0.000296	1.554150	0.151853	0.000029
3943	1	1	0.000050	0.260198	0.150010	0.000029
3944	3	3	0.000110	0.575346	0.150400	0.000029
3945	8	8	0.000196	1.028014	0.150635	0.000029
3946	1	1	0.000048	0.249567	0.150004	0.000029
3947	2	2	0.000161	0.847290	0.150619	0.000029
3948	4	4	0.000160	0.841040	0.151385	0.000029
3949	2	2	0.000069	0.360022	0.150015	0.000029
3950	15	15	0.000491	2.580294	0.157236	0.000030
3951	2	2	0.000073	0.382680	0.150052	0.000029
3952	4	4	0.000116	0.611609	0.150100	0.000029
3953	3	3	0.000091	0.480437	0.150191	0.000029
3954	24	24	0.000466	2.446599	0.150689	0.000029
3955	3	3	0.000087	0.458441	0.150082	0.000029
3956	7	7	0.000183	0.962295	0.150595	0.000029
3957	15	15	0.000294	1.547157	0.150809	0.000029
3958	24	24	0.000491	2.577599	0.155246	0.000030
3959	4	4	0.000106	0.554672	0.150325	0.000029
3960	294	294	0.006230	32.731749	0.221795	0.000042
3961	59	59	0.001229	6.459188	0.156843	0.000030
3962	8	8	0.000172	0.903745	0.150205	0.000029
3963	3	3	0.000098	0.513157	0.150354	0.000029
3964	8	8	0.000190	0.998196	0.151326	0.000029
3965	3	3	0.000119	0.622878	0.150775	0.000029
3966	20	20	0.000553	2.906815	0.157738	0.000030
3967	15	15	0.000343	1.804511	0.151802	0.000029
3968	2	2	0.000067	0.349781	0.150260	0.000029
3969	1	1	0.000050	0.263739	0.150003	0.000029
3970	2	2	0.000071	0.370973	0.150061	0.000029
3971	1	1	0.000050	0.263674	0.150057	0.000029
3972	1	1	0.000047	0.249146	0.150024	0.000029
3973	7	7	0.000171	0.897106	0.150688	0.000029
3974	2	2	0.000069	0.360207	0.150052	0.000029
3975	48	48	0.001052	5.529104	0.167559	0.000032
3976	1	1	0.000050	0.260432	0.150005	0.000029
3977	51	51	0.001079	5.670285	0.155668	0.000030
3978	33	33	0.000651	3.418098	0.153064	0.000029
3979	7	7	0.000200	1.050958	0.150464	0.000029
3980	2	2	0.000066	0.346706	0.150054	0.000029
3981	1	1	0.000050	0.260198	0.150005	0.000029
3982	2	2	0.000068	0.358699	0.150021	0.000029
3983	3	3	0.000108	0.568042	0.150740	0.000029
3984	2	2	0.000075	0.394462	0.150083	0.000029
3985	13	13	0.000320	1.680256	0.155192	0.000030
3986	1	1	0.000055	0.287359	0.150103	0.000029
3987	1	1	0.000051	0.268939	0.150008	0.000029
3988	7	7	0.000182	0.955785	0.150915	0.000029
3989	20	20	0.000403	2.118019	0.150675	0.000029
3990	5	5	0.000134	0.704577	0.150375	0.000029
3991	1	1	0.000102	0.533945	0.150210	0.000029
3992	45	45	0.000977	5.130578	0.155149	0.000030
3993	1	1	0.000064	0.337246	0.150040	0.000029
3994	1	1	0.000190	1.000000	0.150615	0.000029
3995	3	3	0.000145	0.763833	0.150944	0.000029
3996	4	4	0.000099	0.519260	0.150043	0.000029
3997	2	2	0.000108	0.567251	0.151403	0.000029
3998	4	4	0.000114	0.600074	0.150287	0.000029
3999	55	55	0.001301	6.837309	0.160293	0.000031
4000	5	5	0.000155	0.816291	0.150835	0.000029
4001	1	1	0.000049	0.255449	0.150010	0.000029
4002	1	1	0.000049	0.259283	0.150006	0.000029
4003	1	1	0.000049	0.259266	0.150039	0.000029
4004	1	1	0.000051	0.269409	0.150013	0.000029
4005	3	3	0.000118	0.618567	0.151922	0.000029
4006	4	4	0.000150	0.788801	0.150675	0.000029
4007	1	1	0.000082	0.430876	0.150308	0.000029
4008	1	1	0.000049	0.255127	0.150114	0.000029
4009	1	1	0.000048	0.249641	0.150028	0.000029
4010	2	2	0.000234	1.227460	0.152058	0.000029
4011	2	2	0.000127	0.668332	0.150480	0.000029
4012	1	1	0.000047	0.247656	0.150006	0.000029
4013	5	5	0.000117	0.616152	0.150189	0.000029
4014	1	1	0.000047	0.246558	0.150019	0.000029
4015	1	1	0.000046	0.242236	0.150015	0.000029
4016	1	1	0.000048	0.254305	0.150003	0.000029
4017	8	8	0.000415	2.180634	0.156265	0.000030
4018	1	1	0.000125	0.655405	0.150157	0.000029
4019	18	18	0.000392	2.061115	0.151456	0.000029
4020	2	2	0.000067	0.352349	0.150081	0.000029
4021	7	7	0.000190	0.997223	0.150661	0.000029
4022	26	26	0.000599	3.147642	0.155084	0.000030
4023	2	2	0.000092	0.482299	0.150349	0.000029
4024	1	1	0.000048	0.250608	0.150024	0.000029
4025	19	19	0.000372	1.956240	0.150849	0.000029
4026	10	10	0.000221	1.163267	0.150503	0.000029
4027	2	2	0.000114	0.600016	0.150330	0.000029
4028	2	2	0.000073	0.384952	0.150190	0.000029
4029	1	1	0.000059	0.308379	0.150157	0.000029
4030	4	4	0.000292	1.536003	0.151333	0.000029
4031	4	4	0.000126	0.659979	0.150820	0.000029
4032	4	4	0.000129	0.677347	0.150307	0.000029
4033	1	1	0.000056	0.292787	0.150052	0.000029
4034	3	3	0.000131	0.689205	0.150338	0.000029
4035	1	1	0.000048	0.250339	0.150096	0.000029
4036	3	3	0.000081	0.423869	0.150320	0.000029
4037	2	2	0.000072	0.376569	0.150132	0.000029
4038	3	3	0.000095	0.497945	0.150222	0.000029
4039	22	22	0.000491	2.578941	0.151726	0.000029
4040	1	1	0.000048	0.250398	0.150006	0.000029
4041	9	9	0.000237	1.244926	0.151516	0.000029
4042	4	4	0.000118	0.621143	0.150853	0.000029
4043	4	4	0.000145	0.761050	0.151548	0.000029
4044	1	1	0.000048	0.251174	0.150007	0.000029
4045	3	3	0.000150	0.787293	0.150933	0.000029
4046	20	20	0.000447	2.349444	0.151896	0.000029
4047	1	1	0.000052	0.271301	0.150234	0.000029
4048	1	1	0.000190	1.000000	0.150615	0.000029
4049	2	2	0.000066	0.346706	0.150054	0.000029
4050	1	1	0.000190	1.000000	0.151236	0.000029
4051	1	1	0.000190	1.000000	0.150615	0.000029
4052	2	2	0.000068	0.356347	0.150541	0.000029
4053	1	1	0.000049	0.259283	0.150003	0.000029
4054	3	3	0.000094	0.492823	0.150111	0.000029
4055	5	5	0.000125	0.656337	0.150191	0.000029
4056	29	29	0.000616	3.234303	0.154261	0.000029
4057	1	1	0.000093	0.488797	0.151887	0.000029
4058	1	1	0.000049	0.258739	0.150004	0.000029
4059	3	3	0.000091	0.475831	0.150223	0.000029
4060	5	5	0.000154	0.810799	0.150564	0.000029
4061	1	1	0.000048	0.254135	0.150089	0.000029
4062	1	1	0.000048	0.252157	0.150013	0.000029
4063	4	4	0.000115	0.604284	0.150287	0.000029
4064	4	4	0.000293	1.540970	0.152108	0.000029
4065	4	4	0.000096	0.505189	0.150142	0.000029
4066	1	1	0.000053	0.276580	0.150077	0.000029
4067	8	8	0.000198	1.042335	0.150526	0.000029
4068	1	1	0.000047	0.248812	0.150024	0.000029
4069	1	1	0.000048	0.254305	0.150003	0.000029
4070	7	7	0.000227	1.190996	0.150966	0.000029
4071	1	1	0.000190	1.000000	0.150615	0.000029
4072	1	1	0.000048	0.249962	0.150007	0.000029
4073	3	3	0.000123	0.646438	0.150768	0.000029
4074	4	4	0.000129	0.677911	0.150304	0.000029
4075	23	23	0.000430	2.258909	0.151615	0.000029
4076	2	2	0.000070	0.366361	0.150193	0.000029
4077	1	1	0.000059	0.311260	0.150057	0.000029
4078	1	1	0.000047	0.244633	0.150003	0.000029
4079	1	1	0.000063	0.328408	0.150034	0.000029
4080	1	1	0.000071	0.371373	0.150155	0.000029
4081	1	1	0.000049	0.259288	0.150032	0.000029
4082	1	1	0.000057	0.300044	0.150089	0.000029
4083	2	2	0.000067	0.353845	0.150121	0.000029
4084	2	2	0.000069	0.361864	0.150044	0.000029
4085	25	25	0.000540	2.834600	0.153814	0.000029
4086	31	31	0.000702	3.685924	0.157142	0.000030
4087	9	9	0.000213	1.117795	0.152174	0.000029
4088	1	1	0.000064	0.334344	0.150412	0.000029
4089	19	19	0.000443	2.327874	0.152816	0.000029
4090	7	7	0.000225	1.181599	0.151790	0.000029
4091	27	27	0.000557	2.927076	0.152195	0.000029
4092	1	1	0.000069	0.364386	0.150155	0.000029
4093	1	1	0.000050	0.262881	0.150031	0.000029
4094	5	5	0.000129	0.678843	0.150509	0.000029
4095	3	3	0.000207	1.088896	0.152552	0.000029
4096	1	1	0.000065	0.339853	0.150205	0.000029
4097	9	9	0.000226	1.186826	0.151169	0.000029
4098	10	10	0.000226	1.188394	0.151929	0.000029
4099	3	3	0.000134	0.705294	0.154799	0.000029
4100	1	1	0.000190	1.000000	0.151236	0.000029
4101	8	8	0.000224	1.175178	0.151045	0.000029
4102	1	1	0.000063	0.331111	0.150205	0.000029
4103	2	2	0.000097	0.510627	0.150770	0.000029
4104	4	4	0.000105	0.551155	0.150314	0.000029
4105	19	19	0.000398	2.092397	0.152366	0.000029
4106	3	3	0.000092	0.481111	0.150208	0.000029
4107	2	2	0.000126	0.660940	0.151296	0.000029
4108	1	1	0.000058	0.304793	0.150156	0.000029
4109	2	2	0.000074	0.389524	0.150057	0.000029
4110	1	1	0.000053	0.276754	0.150182	0.000029
4111	1	1	0.000046	0.242675	0.150031	0.000029
4112	2	2	0.000068	0.358673	0.150088	0.000029
4113	1	1	0.000050	0.263739	0.150007	0.000029
4114	3	3	0.000087	0.457223	0.150083	0.000029
4115	6	6	0.000143	0.750845	0.150210	0.000029
4116	2	2	0.000247	1.298246	0.150923	0.000029
4117	9	9	0.000194	1.019937	0.150502	0.000029
4118	4	4	0.000123	0.647931	0.150604	0.000029
4119	1	1	0.000051	0.267359	0.150017	0.000029
4120	1	1	0.000051	0.268939	0.150008	0.000029
4121	1	1	0.000190	1.000000	0.150615	0.000029
4122	7	7	0.000169	0.885905	0.151187	0.000029
4123	12	12	0.000342	1.795907	0.151571	0.000029
4124	5	5	0.000115	0.601761	0.150049	0.000029
4125	1	1	0.000048	0.250003	0.150005	0.000029
4126	4	4	0.000136	0.715176	0.151735	0.000029
4127	4	4	0.000099	0.518811	0.150264	0.000029
4128	3	3	0.000180	0.944209	0.151075	0.000029
4129	8	8	0.000266	1.396320	0.151649	0.000029
4130	4	4	0.000132	0.691117	0.150663	0.000029
4131	5	5	0.000121	0.636598	0.150146	0.000029
4132	6	6	0.000151	0.794097	0.150161	0.000029
4133	4	4	0.000110	0.575524	0.150848	0.000029
4134	2	2	0.000065	0.339892	0.150013	0.000029
4135	25	25	0.000498	2.616809	0.152586	0.000029
4136	6	6	0.000132	0.691772	0.150125	0.000029
4137	5	5	0.000154	0.810038	0.150430	0.000029
4138	1	1	0.000124	0.650883	0.150309	0.000029
4139	1	1	0.000063	0.331111	0.150621	0.000029
4140	2	2	0.000072	0.380184	0.150048	0.000029
4141	1	1	0.000190	1.000000	0.150615	0.000029
4142	3	3	0.000087	0.457821	0.150176	0.000029
4143	14	14	0.000320	1.683303	0.151520	0.000029
4144	30	30	0.000674	3.541122	0.157477	0.000030
4145	1	1	0.000190	1.000000	0.150615	0.000029
4146	17	17	0.000348	1.827036	0.152570	0.000029
4147	2	2	0.000066	0.347526	0.150025	0.000029
4148	1	1	0.000063	0.328408	0.150034	0.000029
4149	38	38	0.000826	4.337339	0.160696	0.000031
4150	1	1	0.000190	1.000000	0.150615	0.000029
4151	35	35	0.000713	3.746294	0.155717	0.000030
4152	35	35	0.000765	4.021140	0.157692	0.000030
4153	2	2	0.000066	0.345204	0.150025	0.000029
4154	2	2	0.000064	0.333932	0.150019	0.000029
4155	1	1	0.000063	0.328408	0.150034	0.000029
4156	1	1	0.000049	0.259283	0.150003	0.000029
4157	3	3	0.000193	1.015424	0.151272	0.000029
4158	17	17	0.000356	1.871511	0.152054	0.000029
4159	8	8	0.000178	0.933285	0.150185	0.000029
4160	35	35	0.000759	3.985871	0.166600	0.000032
4161	3	3	0.000096	0.506924	0.150064	0.000029
4162	4	4	0.000111	0.582502	0.150107	0.000029
4163	3	3	0.000097	0.511208	0.150471	0.000029
4164	5	5	0.000147	0.771316	0.151313	0.000029
4165	6	6	0.000172	0.902575	0.151177	0.000029
4166	2	2	0.000072	0.378802	0.150057	0.000029
4167	2	2	0.000064	0.336563	0.150021	0.000029
4168	4	4	0.000111	0.582586	0.150709	0.000029
4169	2	2	0.000064	0.334195	0.150007	0.000029
4170	69	69	0.001338	7.030539	0.159631	0.000030
4171	9	9	0.000224	1.176879	0.151349	0.000029
4172	3	3	0.000113	0.591931	0.150298	0.000029
4173	2	2	0.000070	0.367945	0.150264	0.000029
4174	1	1	0.000048	0.251174	0.150007	0.000029
4175	1	1	0.000052	0.273334	0.150009	0.000029
4176	1	1	0.000147	0.770270	0.150309	0.000029
4177	1	1	0.000048	0.253557	0.150004	0.000029
4178	1	1	0.000048	0.252457	0.150004	0.000029
4179	1	1	0.000052	0.273334	0.150009	0.000029
4180	6	6	0.000158	0.828251	0.150340	0.000029
4181	3	3	0.000089	0.466229	0.150119	0.000029
4182	2	2	0.000068	0.356159	0.150026	0.000029
4183	11	11	0.000246	1.292211	0.150941	0.000029
4184	1	1	0.000048	0.250551	0.150016	0.000029
4185	1	1	0.000059	0.311260	0.150057	0.000029
4186	2	2	0.000070	0.368892	0.150036	0.000029
4187	1	1	0.000051	0.268939	0.150008	0.000029
4188	2	2	0.000070	0.365474	0.150049	0.000029
4189	2	2	0.000067	0.351302	0.150021	0.000029
4190	2	2	0.000068	0.356669	0.150019	0.000029
4191	6	6	0.000173	0.909407	0.152368	0.000029
4192	1	1	0.000048	0.254305	0.150003	0.000029
4193	1	1	0.000050	0.264766	0.150007	0.000029
4194	57	57	0.001570	8.249196	0.177604	0.000034
4195	9	9	0.000206	1.081626	0.150190	0.000029
4196	3	3	0.000139	0.730078	0.150355	0.000029
4197	4	4	0.000108	0.565066	0.150298	0.000029
4198	1	1	0.000190	1.000000	0.150615	0.000029
4199	316	316	0.007733	40.627537	0.244420	0.000047
4200	6	6	0.000224	1.174851	0.151729	0.000029
4201	1	1	0.000052	0.273334	0.150009	0.000029
4202	2	2	0.000247	1.298246	0.150925	0.000029
4203	7	7	0.000156	0.820639	0.150423	0.000029
4204	8	8	0.000180	0.944599	0.150349	0.000029
4205	1	1	0.000049	0.258444	0.150025	0.000029
4206	1	1	0.000048	0.252431	0.150152	0.000029
4207	1	1	0.000057	0.300102	0.150069	0.000029
4208	19	19	0.000390	2.049350	0.151684	0.000029
4209	1	1	0.000054	0.282294	0.150079	0.000029
4210	1	1	0.000048	0.254324	0.150008	0.000029
4211	28	28	0.000569	2.989466	0.151939	0.000029
4212	3	3	0.000086	0.453023	0.150062	0.000029
4213	1	1	0.000069	0.360399	0.150124	0.000029
4214	3	3	0.000098	0.514807	0.151255	0.000029
4215	4	4	0.000117	0.612652	0.150236	0.000029
4216	1	1	0.000089	0.467168	0.150155	0.000029
4217	5	5	0.000166	0.874410	0.150945	0.000029
4218	1	1	0.000050	0.260432	0.150005	0.000029
4219	1	1	0.000049	0.259283	0.150003	0.000029
4220	1	1	0.000047	0.246032	0.150017	0.000029
4221	6	6	0.000178	0.937049	0.151030	0.000029
4222	8	8	0.000198	1.037974	0.150724	0.000029
4223	1	1	0.000050	0.260246	0.150070	0.000029
4224	5	5	0.000133	0.699531	0.150252	0.000029
4225	1	1	0.000064	0.337246	0.150040	0.000029
4226	3	3	0.000085	0.445228	0.150121	0.000029
4227	5	5	0.000151	0.791363	0.150727	0.000029
4228	1	1	0.000047	0.248664	0.150007	0.000029
4229	5	5	0.000136	0.711966	0.150307	0.000029
4230	1	1	0.000050	0.261339	0.150008	0.000029
4231	8	8	0.000248	1.301334	0.151040	0.000029
4232	1	1	0.000046	0.240041	0.150010	0.000029
4233	3	3	0.000089	0.467260	0.150028	0.000029
4234	2	2	0.000067	0.353560	0.150014	0.000029
4235	4	4	0.000109	0.574160	0.150297	0.000029
4236	3	3	0.000086	0.449298	0.150021	0.000029
4237	15	15	0.000325	1.707309	0.152183	0.000029
4238	2	2	0.000068	0.355168	0.150160	0.000029
4239	6	6	0.000188	0.986656	0.151289	0.000029
4240	1	1	0.000057	0.301903	0.150311	0.000029
4241	70	70	0.001546	8.122205	0.161214	0.000031
4242	2	2	0.000078	0.407811	0.150211	0.000029
4243	1	1	0.000045	0.237766	0.150012	0.000029
4244	5	5	0.000125	0.656245	0.150579	0.000029
4245	7	7	0.000166	0.869638	0.152595	0.000029
4246	11	11	0.000275	1.447466	0.151985	0.000029
4247	5	5	0.000117	0.617178	0.150145	0.000029
4248	1	1	0.000046	0.242236	0.150007	0.000029
4249	3	3	0.000091	0.479913	0.150072	0.000029
4250	110	110	0.002162	11.357920	0.165479	0.000031
4251	1	1	0.000048	0.249567	0.150004	0.000029
4252	3	3	0.000087	0.455017	0.150110	0.000029
4253	3	3	0.000089	0.468647	0.150255	0.000029
4254	14	14	0.000494	2.595254	0.155034	0.000030
4255	1	1	0.000051	0.268939	0.150008	0.000029
4256	4	4	0.000099	0.520550	0.150077	0.000029
4257	6	6	0.000306	1.605185	0.152098	0.000029
4258	8	8	0.000284	1.490624	0.153368	0.000029
4259	18	18	0.000388	2.040791	0.151634	0.000029
4260	4	4	0.000145	0.762908	0.150602	0.000029
4261	3	3	0.000083	0.435877	0.150093	0.000029
4262	1	1	0.000086	0.451678	0.151565	0.000029
4263	1	1	0.000190	1.000000	0.150615	0.000029
4264	2	2	0.000070	0.369171	0.150040	0.000029
4265	13	13	0.000284	1.493018	0.150243	0.000029
4266	3	3	0.000084	0.439908	0.150027	0.000029
4267	1	1	0.000052	0.271623	0.150155	0.000029
4268	2	2	0.000108	0.568151	0.150617	0.000029
4269	3	3	0.000084	0.439047	0.150083	0.000029
4270	1	1	0.000064	0.337335	0.150205	0.000029
4271	2	2	0.000072	0.380915	0.150674	0.000029
4272	16	16	0.000474	2.490246	0.154593	0.000029
4273	3	3	0.000096	0.503786	0.150141	0.000029
4274	2	2	0.000138	0.726730	0.150819	0.000029
4275	3	3	0.000083	0.433717	0.150050	0.000029
4276	22	22	0.000453	2.381205	0.154510	0.000029
4277	4	4	0.000111	0.580949	0.150142	0.000029
4278	4	4	0.000117	0.613411	0.150135	0.000029
4279	11	11	0.000237	1.245210	0.151424	0.000029
4280	26	26	0.000575	3.022497	0.152434	0.000029
4281	7	7	0.000178	0.932813	0.151178	0.000029
4282	2	2	0.000067	0.351206	0.150116	0.000029
4283	17	17	0.000436	2.293327	0.152565	0.000029
4284	7	7	0.000156	0.818487	0.150372	0.000029
4285	1	1	0.000069	0.360575	0.150205	0.000029
4286	47	47	0.000954	5.013114	0.157742	0.000030
4287	4	4	0.000100	0.525378	0.150049	0.000029
4288	3	3	0.000087	0.458725	0.150075	0.000029
4289	3	3	0.000083	0.438393	0.150157	0.000029
4290	1	1	0.000048	0.254688	0.150007	0.000029
4291	1	1	0.000055	0.288667	0.150234	0.000029
4292	1	1	0.000065	0.341473	0.150104	0.000029
4293	1	1	0.000048	0.254324	0.150008	0.000029
4294	2	2	0.000085	0.444137	0.150158	0.000029
4295	1	1	0.000048	0.250571	0.150011	0.000029
4296	10	10	0.000220	1.157758	0.151057	0.000029
4297	3	3	0.000086	0.451001	0.150085	0.000029
4298	13	13	0.000269	1.415400	0.150284	0.000029
4299	4	4	0.000183	0.963653	0.153192	0.000029
4300	1	1	0.000047	0.247656	0.150011	0.000029
4301	7	7	0.000152	0.801180	0.150242	0.000029
4302	1	1	0.000050	0.261396	0.150027	0.000029
4303	7	7	0.000163	0.858041	0.150268	0.000029
4304	1	1	0.000051	0.266245	0.150020	0.000029
4305	3	3	0.000086	0.453023	0.150062	0.000029
4306	7	7	0.000235	1.234856	0.155197	0.000030
4307	2	2	0.000070	0.365879	0.150183	0.000029
4308	11	11	0.000259	1.360469	0.153095	0.000029
4309	8	8	0.000189	0.993666	0.151623	0.000029
4310	3	3	0.000086	0.452238	0.150128	0.000029
4311	1	1	0.000047	0.248388	0.150240	0.000029
4312	1	1	0.000051	0.269791	0.150088	0.000029
4313	4	4	0.000127	0.667120	0.150304	0.000029
4314	252	252	0.005567	29.250995	0.217357	0.000041
4315	7	7	0.000197	1.036033	0.151515	0.000029
4316	1	1	0.000052	0.273083	0.150084	0.000029
4317	2	2	0.000074	0.390493	0.150167	0.000029
4318	6	6	0.000181	0.950383	0.151704	0.000029
4319	5	5	0.000114	0.601527	0.150100	0.000029
4320	3	3	0.000094	0.493870	0.150302	0.000029
4321	1	1	0.000045	0.237867	0.150015	0.000029
4322	4	4	0.000303	1.589766	0.151693	0.000029
4323	16	16	0.000300	1.577369	0.150734	0.000029
4324	2	2	0.000078	0.407507	0.150072	0.000029
4325	13	13	0.000297	1.558863	0.153901	0.000029
4326	12	12	0.000259	1.361814	0.152542	0.000029
4327	1	1	0.000085	0.449124	0.150623	0.000029
4328	2	2	0.000067	0.353916	0.150019	0.000029
4329	16	16	0.000343	1.801319	0.151713	0.000029
4330	15	15	0.000335	1.761423	0.154836	0.000029
4331	2	2	0.000069	0.363588	0.150006	0.000029
4332	2	2	0.000097	0.507700	0.150352	0.000029
4333	1	1	0.000046	0.243047	0.150042	0.000029
4334	5	5	0.000125	0.658627	0.150230	0.000029
4335	9	9	0.000213	1.117336	0.151464	0.000029
4336	1	1	0.000054	0.283410	0.150032	0.000029
4337	5	5	0.000131	0.687554	0.150083	0.000029
4338	1	1	0.000047	0.247321	0.150014	0.000029
4339	13	13	0.000351	1.845969	0.155330	0.000030
4340	3	3	0.000089	0.465348	0.150188	0.000029
4341	10	10	0.000245	1.287910	0.152588	0.000029
4342	1	1	0.000190	1.000000	0.150615	0.000029
4343	2	2	0.000072	0.378782	0.150014	0.000029
4344	1	1	0.000051	0.268939	0.150008	0.000029
4345	2	2	0.000072	0.378738	0.150065	0.000029
4346	2	2	0.000080	0.422723	0.151082	0.000029
4347	6	6	0.000132	0.694080	0.150131	0.000029
4348	1	1	0.000190	1.000000	0.152493	0.000029
4349	4	4	0.000113	0.595790	0.150059	0.000029
4350	1	1	0.000050	0.260432	0.150005	0.000029
4351	1	1	0.000048	0.254459	0.150095	0.000029
4352	1	1	0.000056	0.292222	0.150020	0.000029
4353	12	12	0.000302	1.584110	0.151423	0.000029
4354	1	1	0.000047	0.248664	0.150004	0.000029
4355	1	1	0.000056	0.294675	0.150033	0.000029
4356	2	2	0.000066	0.344797	0.150072	0.000029
4357	1	1	0.000047	0.247656	0.150006	0.000029
4358	26	26	0.000568	2.983087	0.152946	0.000029
4359	1	1	0.000050	0.263599	0.150035	0.000029
4360	4	4	0.000123	0.646377	0.150328	0.000029
4361	1	1	0.000046	0.242484	0.150013	0.000029
4362	4	4	0.000116	0.607667	0.150297	0.000029
4363	2	2	0.000080	0.419484	0.150191	0.000029
4364	1	1	0.000051	0.268939	0.150008	0.000029
4365	2	2	0.000123	0.648407	0.150673	0.000029
4366	1	1	0.000049	0.256472	0.150023	0.000029
4367	4	4	0.000098	0.516423	0.150360	0.000029
4368	5	5	0.000152	0.799292	0.150665	0.000029
4369	1	1	0.000050	0.263739	0.150003	0.000029
4370	186	186	0.004147	21.787581	0.200121	0.000038
4371	2	2	0.000064	0.337823	0.150049	0.000029
4372	16	16	0.000372	1.952233	0.151735	0.000029
4373	2	2	0.000086	0.450330	0.150202	0.000029
4374	1	1	0.000049	0.257901	0.150015	0.000029
4375	1	1	0.000190	1.000000	0.150615	0.000029
4376	1	1	0.000045	0.236106	0.150007	0.000029
4377	1	1	0.000076	0.398619	0.150089	0.000029
4378	7	7	0.000186	0.975796	0.150593	0.000029
4379	7	7	0.000234	1.227590	0.152345	0.000029
4380	4	4	0.000108	0.566624	0.150082	0.000029
4381	9	9	0.000209	1.098925	0.150394	0.000029
4382	3	3	0.000082	0.431206	0.150095	0.000029
4383	1	1	0.000047	0.245249	0.150017	0.000029
4384	2	2	0.000144	0.758067	0.150768	0.000029
4385	1	1	0.000190	1.000000	0.150615	0.000029
4386	13	13	0.000249	1.309737	0.150532	0.000029
4387	1	1	0.000059	0.307569	0.150045	0.000029
4388	6	6	0.000170	0.892976	0.151275	0.000029
4389	7	7	0.000188	0.986512	0.151402	0.000029
4390	1	1	0.000047	0.244633	0.150006	0.000029
4391	3	3	0.000111	0.583055	0.150336	0.000029
4392	5	5	0.000156	0.819576	0.151009	0.000029
4393	3	3	0.000101	0.530539	0.150423	0.000029
4394	39	39	0.000759	3.988744	0.152225	0.000029
4395	1	1	0.000054	0.282749	0.150103	0.000029
4396	2	2	0.000080	0.421322	0.150463	0.000029
4397	55	55	0.001167	6.129885	0.159716	0.000030
4398	1	1	0.000079	0.416146	0.150308	0.000029
4399	5	5	0.000130	0.682375	0.150280	0.000029
4400	2	2	0.000096	0.502714	0.150199	0.000029
4401	11	11	0.000315	1.652690	0.152388	0.000029
4402	1	1	0.000048	0.249567	0.150004	0.000029
4403	2	2	0.000068	0.356930	0.150023	0.000029
4404	1	1	0.000048	0.252710	0.150072	0.000029
4405	2	2	0.000092	0.480818	0.150224	0.000029
4406	1	1	0.000134	0.701754	0.150308	0.000029
4407	1	1	0.000052	0.275830	0.150045	0.000029
4408	1	1	0.000048	0.250551	0.150047	0.000029
4409	2	2	0.000161	0.847290	0.150774	0.000029
4410	16	16	0.000373	1.957248	0.152772	0.000029
4411	2	2	0.000075	0.393181	0.150174	0.000029
4412	12	12	0.000272	1.430688	0.151075	0.000029
4413	4	4	0.000115	0.602725	0.150322	0.000029
4414	3	3	0.000091	0.475603	0.150302	0.000029
4415	1	1	0.000051	0.265526	0.150113	0.000029
4416	11	11	0.000236	1.241922	0.150210	0.000029
4417	3	3	0.000117	0.614594	0.150699	0.000029
4418	5	5	0.000187	0.982409	0.151218	0.000029
4419	1	1	0.000046	0.242970	0.150006	0.000029
4420	2	2	0.000101	0.528351	0.150243	0.000029
4421	1	1	0.000060	0.315450	0.150089	0.000029
4422	1	1	0.000048	0.250128	0.150014	0.000029
4423	11	11	0.000232	1.219930	0.150642	0.000029
4424	3	3	0.000127	0.666839	0.151071	0.000029
4425	2	2	0.000071	0.370433	0.150031	0.000029
4426	11	11	0.000341	1.793317	0.153703	0.000029
4427	2	2	0.000102	0.533793	0.150412	0.000029
4428	1	1	0.000046	0.240229	0.150012	0.000029
4429	1	1	0.000051	0.266435	0.150016	0.000029
4430	8	8	0.000189	0.991099	0.150613	0.000029
4431	4	4	0.000139	0.732198	0.153817	0.000029
4432	1	1	0.000048	0.254305	0.150018	0.000029
4433	37	37	0.000715	3.755164	0.152165	0.000029
4434	5	5	0.000123	0.645826	0.150067	0.000029
4435	2	2	0.000071	0.371864	0.150161	0.000029
4436	5	5	0.000199	1.045261	0.153344	0.000029
4437	7	7	0.000179	0.938157	0.151397	0.000029
4438	1	1	0.000052	0.273083	0.150042	0.000029
4439	1	1	0.000065	0.343989	0.150195	0.000029
4440	1	1	0.000062	0.326405	0.150126	0.000029
4441	2	2	0.000110	0.579530	0.153144	0.000029
4442	2	2	0.000069	0.360116	0.150032	0.000029
4443	1	1	0.000076	0.400501	0.150089	0.000029
4444	1	1	0.000083	0.434288	0.150206	0.000029
4445	4	4	0.000111	0.580606	0.150275	0.000029
4446	2	2	0.000089	0.466316	0.150323	0.000029
4447	2	2	0.000066	0.346338	0.150032	0.000029
4448	9	9	0.000220	1.154092	0.151919	0.000029
4449	4	4	0.000145	0.762908	0.150524	0.000029
4450	1	1	0.000055	0.289470	0.150088	0.000029
