0	78	0.5
0	523	1.0
0	537	2.5
0	555	1.0
0	600	3.5
0	1017	1.0
0	1458	3.5
0	1887	0.5
0	1931	1.5
0	2032	0.5
0	2113	1.5
0	2303	0.5
0	2373	1.0
0	2456	0.5
0	2620	0.5
0	3321	0.5
0	4199	2.0
0	4208	0.5
0	4500	1.0
0	4724	0.5
0	4851	0.5
0	5224	1.5
1	1013	0.5
1	3026	1.5
1	4314	0.5
2	1848	0.5
3	1344	1.0
3	3088	1.0
3	3492	0.5
3	4097	1.0
4	2303	1.0
4	4199	0.5
4	4697	0.5
4	5131	1.5
5	2779	0.5
6	2303	1.5
6	4199	2.0
7	46	0.5
7	124	0.5
7	223	1.0
7	273	0.5
7	423	2.0
7	483	1.0
7	515	4.0
7	564	1.5
7	587	11.5
7	613	4.5
7	651	0.5
7	705	0.5
7	715	1.0
7	727	2.0
7	744	2.0
7	764	1.5
7	790	1.5
7	812	0.5
7	884	12.0
7	933	0.5
7	954	0.5
7	964	1.0
7	1018	0.5
7	1082	1.0
7	1086	0.5
7	1135	1.0
7	1173	0.5
7	1319	0.5
7	1382	4.5
7	1400	2.5
7	1419	2.0
7	1488	0.5
7	1552	1.0
7	1567	2.5
7	1580	0.5
7	1584	2.0
7	1609	6.5
7	1644	1.0
7	1679	6.0
7	1714	0.5
7	1791	0.5
7	1807	0.5
7	1866	2.0
7	1872	0.5
7	1888	0.5
7	1890	0.5
7	1891	1.0
7	1983	0.5
7	2070	1.0
7	2108	2.0
7	2114	0.5
7	2122	0.5
7	2144	1.0
7	2170	0.5
7	2194	0.5
7	2197	0.5
7	2247	0.5
7	2303	0.5
7	2305	0.5
7	2369	0.5
7	2411	0.5
7	2445	1.0
7	2613	1.0
7	2618	1.0
7	2649	5.5
7	2668	0.5
7	2715	0.5
7	2718	2.0
7	2773	1.0
7	2852	0.5
7	2962	1.5
7	2966	0.5
7	3053	2.5
7	3148	2.0
7	3206	3.0
7	3324	1.5
7	3326	1.0
7	3329	2.0
7	3360	2.0
7	3448	1.5
7	3489	2.5
7	3559	1.5
7	3644	0.5
7	3774	2.0
7	3783	0.5
7	3789	0.5
7	3794	0.5
7	3954	0.5
7	3958	2.0
7	3989	1.0
7	4012	0.5
7	4039	1.5
7	4042	0.5
7	4043	1.0
